question,similar_question,expected_tag,predicted_tag,expected_answer,predicted_answer,probability,time_taken
পোস্টাল ভোট BD অ্যাপ চালাতে কোন কোন বিষয় প্রস্তুত রাখা উচিত?,পোস্টাল ভোট বিডি অ্যাপ ব্যবহারের জন্য আগে কী কী প্রস্তুত রাখতে বলবেন,app_requirements_internet_gps_vpn,preparation_before_app_use,"সক্রিয় ইন্টারনেট সংযোগ, GPS বা লোকেশন সেবা চালু থাকতে হবে এবং VPN সেবা বন্ধ থাকতে হবে।","সক্রিয় ইন্টারনেট সংযোগ আছে কিনা চেক করুন, লোকেশন সেবা চালু করুন ও VPN বন্ধ করুন। এরই সাথে মোবাইল নম্বর, NID ও পাসপোর্ট হাতের কাছে রাখুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9888704419136047,0.08240222930908203
"আমি যদি পোস্টাল ভোট বিডি অ্যাপ খোলা রেখে কিছু না করি, তাহলে কি আবার লগইন করতে হবে?",পোস্টাল ভোট বিডি অ্যাপে একবার লগআউট করলে কি পরে আবার লগইন করা যায়,auto_logout_inactivity,login_after_logout,"দীর্ঘ সময় নিষ্ক্রিয় থাকলে, নিরাপত্তার কারণে লগ আউট হতে পারে।","একই মোবাইল নম্বর এবং পাসওয়ার্ড দিয়ে আবার লগইন করতে পারবেন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9761640429496765,0.10372352600097656
পোস্টাল ভোট বিডি অ্যাপের ব্যালট ট্র্যাকিং মানে কী?,পোস্টাল ভোট বিডি অ্যাপে ব্যালট ট্র্যাক করুন মানে কী,ballot_tracking_definition,vote_tracking_definition,নির্বাচনের নির্দিষ্ট সময়ে আপনি আপনার ব্যালট পেপারের সম্পূর্ণ অবস্থা দেখতে পারবেন। এটি ব্যালট বক্স এবং ট্র্যাকিং আইকন দিয়ে চিহ্নিত। এর মাধ্যমে ভোট প্রদানের প্রতিটি ধাপ ট্র্যাক করা যায়।,"""ব্যালট ট্র্যাক করুন"" বাটনের মাধ্যমে আপনি আপনার ভোটের অবস্থা ট্র্যাক করতে পারবেন। নির্দিষ্ট সময় পরে এটি সক্রিয় হবে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9967013001441956,0.10295891761779785
bKash ব্যবহার করে NID সংশোধন ফি দেওয়ার ধাপগুলো কী কী?,এনআইডি পরিবর্তনসংশোধনের ফি জমা দেওয়ার প্রক্রিয়া কি,bkash_mfs_payment_process,correction_fee_payment,মোবাইল ব্যাংকিংয়ের মাধ্যমে বিকাশের ক্ষেত্রে “পে বিল” অপশনে গিয়ে “এনআইডি সার্ভিস” অপশন থেকে এনআইডি ফি প্রদান করা যাবে।,"সংশোধনের জন্য অনুমোদিত মোবাইল ব্যাংকিং সেবা (বিকাশ, রকেট, ওকে ওয়ালেট, টি-ক্যাশ, উপায়, মিউচুয়াল ট্রাষ্ট ব্যাংক, ফাষ্ট সিকিউরিটি ইসলামী ব্যাংক, সাউথইষ্ট ব্যাংক, ব্যাংক অফ কমার্স) এর মাধ্যমে ফিস প্রদান করতে পারবেন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9703894853591919,0.11163163185119629
বিকাশে এনআইডি তথ্য সংশোধনের ফি কোথায় গিয়ে পে করতে হবে?,এনআইডি ডাটা সংশোধনের ফি কোথায় পে করা উত্তম,bkash_mfs_payment_process,correction_fee_payment,মোবাইল ব্যাংকিংয়ের মাধ্যমে বিকাশের ক্ষেত্রে “পে বিল” অপশনে গিয়ে “এনআইডি সার্ভিস” অপশন থেকে এনআইডি ফি প্রদান করা যাবে।,"সংশোধনের জন্য অনুমোদিত মোবাইল ব্যাংকিং সেবা (বিকাশ, রকেট, ওকে ওয়ালেট, টি-ক্যাশ, উপায়, মিউচুয়াল ট্রাষ্ট ব্যাংক, ফাষ্ট সিকিউরিটি ইসলামী ব্যাংক, সাউথইষ্ট ব্যাংক, ব্যাংক অফ কমার্স) এর মাধ্যমে ফিস প্রদান করতে পারবেন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9859017729759216,0.11738920211791992
বিকাশে জাতীয় আইডি সংশোধনের টাকা কিভাবে জমা দেব?,আইডি কার্ড সংশোধনের টাকা কিভাবে জমা দেবো,bkash_mfs_payment_process,correction_fee_payment,মোবাইল ব্যাংকিংয়ের মাধ্যমে বিকাশের ক্ষেত্রে “পে বিল” অপশনে গিয়ে “এনআইডি সার্ভিস” অপশন থেকে এনআইডি ফি প্রদান করা যাবে।,"সংশোধনের জন্য অনুমোদিত মোবাইল ব্যাংকিং সেবা (বিকাশ, রকেট, ওকে ওয়ালেট, টি-ক্যাশ, উপায়, মিউচুয়াল ট্রাষ্ট ব্যাংক, ফাষ্ট সিকিউরিটি ইসলামী ব্যাংক, সাউথইষ্ট ব্যাংক, ব্যাংক অফ কমার্স) এর মাধ্যমে ফিস প্রদান করতে পারবেন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9862576723098755,0.0849151611328125
bKash ব্যবহার করে জাতীয় পরিচয়পত্রের সংশোধন ফি কিভাবে পরিশোধ করব?,দ্রুত প্রসেস পেতে পরিচয়পত্র সংশোধনের ফি কোন পথে ও কীভাবে পরিশোধ করব,bkash_mfs_payment_process,correction_fee_payment_2_followup_a,মোবাইল ব্যাংকিংয়ের মাধ্যমে বিকাশের ক্ষেত্রে “পে বিল” অপশনে গিয়ে “এনআইডি সার্ভিস” অপশন থেকে এনআইডি ফি প্রদান করা যাবে।,"রেগুলার ও আর্জেন্ট এ দুটি প্রক্রিয়ার মধ্যে আর্জেন্ট ভাবে ফি প্রদান করলে দ্রুত সংশোধন হওয়ার সম্ভাবনা থাকে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9723479747772217,0.10034728050231934
ঠিকানা সংশোধনের ফাইল অনুমোদিত—আপডেটেড জাতীয় পরিচয়পত্র পেতে কী করতে হয়?,জাতীয় পরিচয়পত্রে স্থায়ী ঠিকানা আপডেট করতে কী কী নথি লাগবে,card_avail_after_address_change,permanent_address_new,নির্ধারিত ফি প্রদানপূর্বক জাতীয় পরিচয়পত্র রি-ইস্যুর জন্য অনলাইনে আবেদন করতে হবে।,"স্থায়ী ঠিকানা পরিবর্তনের জন্য প্রয়োজনীয় দলিলাদি
(১) অনলাইন জন্ম নিবন্ধন সনদ।
(২) নাগরিকত্ব সনদ।
(৩) স্থায়ী ঠিকানার ইউটিলিটি বিলের কপি (গ্যাস/বিদ্যুৎ/পানি)।
(৪) ভূমি উন্নয়ন ট্যাক্স পরিশোধের রশিদ/ চৌকিদারী রশিদ।
(৫) পিতা/মাতা/ স্বামী/স্ত্রীর এনআইডি।
(৬) ফ্ল্যাট/জমির দলিলাদি। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9783560037612915,0.1095890998840332
সংশোধন সেবার টাকা আমি দিয়ে দিয়েছি; আবেদন আর না করলে কি অর্থ প্রত্যর্পণ হবে?,বাতিল হওয়া সংশোধন আবেদনের জন্য পুনরায় টাকা জমা দেবো কি,card_correction_request_canceled_by_consumer_regarding_refund_fees,card_correction_request_failed_query_regarding_repayment_fees,"দুঃখিত, এনআইডি ওয়ালেটে একবার ফি জমা হয়ে গেলে সেটি ফেরত পাওয়ার সুযোগ নেই। তবে জমাকৃত ফি ব্যবহৃত না হয়ে থাকলে পরবর্তীতে একই জাতীয় পরিচয়পত্রের বিপরীতে ব্যবহার করা যাবে।","প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9723972082138062,0.12525200843811035
"আমার সংশোধনের আবেদন যদি বাতিল হয়, তাহলে কি আবেদন ফি ফেরত দেওয়া হবে?",সংশোধনের আবেদন বাতিল হলে আবেদন ফি ফেরত হবে কি,card_correction_request_failed_query_regarding_refund_fees,unable_to_answer,"দুঃখিত, আপনার জমাকৃত আবেদনের বিপরীতে ফি ফেরত পাওয়ার সুযোগ নেই।","দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9933953881263733,0.10144591331481934
এনআইডি সংশোধন আবেদন নাকচ হলে কি জমা দেওয়া টাকা ফিরে পাই?,এনআইডি সংশোধনের টাকা পে করেছি এখন আবেদন করতে চাই না টাকা কি ফেরত পাব,card_correction_request_failed_query_regarding_refund_fees,card_correction_request_canceled_by_consumer_regarding_refund_fees,"দুঃখিত, আপনার জমাকৃত আবেদনের বিপরীতে ফি ফেরত পাওয়ার সুযোগ নেই।","দুঃখিত, এনআইডি ওয়ালেটে একবার ফি জমা হয়ে গেলে সেটি ফেরত পাওয়ার সুযোগ নেই। তবে জমাকৃত ফি ব্যবহৃত না হয়ে থাকলে পরবর্তীতে একই জাতীয় পরিচয়পত্রের বিপরীতে ব্যবহার করা যাবে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9789809584617615,0.10690498352050781
আমার তথ্য সংশোধনের অনুরোধ খারিজ হলে জমা ফি কি ফিরে পাওয়া সম্ভব?,সংশোধন আবেদন বাতিল হলে জমাকৃত ফি কি ফিরে পাওয়া যায়,card_correction_request_failed_query_regarding_refund_fees,card_correction_request_canceled_by_consumer_regarding_refund_fees,"দুঃখিত, আপনার জমাকৃত আবেদনের বিপরীতে ফি ফেরত পাওয়ার সুযোগ নেই।","দুঃখিত, এনআইডি ওয়ালেটে একবার ফি জমা হয়ে গেলে সেটি ফেরত পাওয়ার সুযোগ নেই। তবে জমাকৃত ফি ব্যবহৃত না হয়ে থাকলে পরবর্তীতে একই জাতীয় পরিচয়পত্রের বিপরীতে ব্যবহার করা যাবে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.976547122001648,0.10823655128479004
আবেদন বাতিলের পর সংশোধন ফি কি কোনভাবে ফেরত পাওয়া সম্ভব?,সংশোধন আবেদন বাতিল হলে জমাকৃত ফি কি ফিরে পাওয়া যায়,card_correction_request_failed_query_regarding_refund_fees,card_correction_request_canceled_by_consumer_regarding_refund_fees,"দুঃখিত, আপনার জমাকৃত আবেদনের বিপরীতে ফি ফেরত পাওয়ার সুযোগ নেই।","দুঃখিত, এনআইডি ওয়ালেটে একবার ফি জমা হয়ে গেলে সেটি ফেরত পাওয়ার সুযোগ নেই। তবে জমাকৃত ফি ব্যবহৃত না হয়ে থাকলে পরবর্তীতে একই জাতীয় পরিচয়পত্রের বিপরীতে ব্যবহার করা যাবে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9902961254119873,0.10549235343933105
জাতীয় পরিচয়পত্রের তথ্য সংশোধন আবেদন প্রত্যাখ্যাত হলে টাকা কি ফেরত দেয়?,সংশোধন আবেদনের টাকা কি বাতিলের পর ফেরত দেওয়া হয়,card_correction_request_failed_query_regarding_refund_fees,card_correction_request_canceled_by_consumer_regarding_refund_fees,"দুঃখিত, আপনার জমাকৃত আবেদনের বিপরীতে ফি ফেরত পাওয়ার সুযোগ নেই।","দুঃখিত, এনআইডি ওয়ালেটে একবার ফি জমা হয়ে গেলে সেটি ফেরত পাওয়ার সুযোগ নেই। তবে জমাকৃত ফি ব্যবহৃত না হয়ে থাকলে পরবর্তীতে একই জাতীয় পরিচয়পত্রের বিপরীতে ব্যবহার করা যাবে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9776991009712219,0.11977529525756836
সংশোধনের আবেদন নাকচ হলে নতুন করে আবেদন করতে গেলে কি ফি পুনরায় পরিশোধ করতে হবে?,নাকচ সংশোধন আবেদনের পর আবার দিলে কি ফি লাগবে,card_correction_request_failed_query_regarding_repayment_fees,correction_application_rejected_need_new_fee,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।,"হ্যাঁ, প্রতিবার আবেদন করার জন্য নির্ধারিত হারে ফিস জমা দিতে হবে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9869440197944641,0.11255359649658203
"সংশোধন আবেদন যদি বাতিল হয়, তবে পুনরায় আবেদনকালে কি নির্ধারিত ফি পুনরায় দিতে হবে?",বাতিল হয়ে গেলে পুনরায় সংশোধন আবেদন করতে কি ফি দিতে হবে,card_correction_request_failed_query_regarding_repayment_fees,correction_application_rejected_need_new_fee,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।,"হ্যাঁ, প্রতিবার আবেদন করার জন্য নির্ধারিত হারে ফিস জমা দিতে হবে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9930655360221863,0.10014772415161133
আবেদন বাতিল হওয়ার পর সংশোধনের জন্য আবার আবেদন করলে ফি কি ফের দিতে হবে?,বাতিলের পরে সংশোধন আবেদন পুনরায় করতে কি ফি দিতে হবে,card_correction_request_failed_query_regarding_repayment_fees,correction_application_rejected_need_new_fee,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।,"হ্যাঁ, প্রতিবার আবেদন করার জন্য নির্ধারিত হারে ফিস জমা দিতে হবে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.992519199848175,0.09859037399291992
"সংশোধন আবেদন যদি রদ হয়, আবার আবেদন করতে গেলে কি ফি আবার দিতে হয়?",গ্রহণ না হওয়া সংশোধন আবেদনের পর আবার দিলে কি ফি দিতে হয়,card_correction_request_failed_query_regarding_repayment_fees,correction_application_rejected_need_new_fee,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।,"হ্যাঁ, প্রতিবার আবেদন করার জন্য নির্ধারিত হারে ফিস জমা দিতে হবে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9789208769798279,0.10778069496154785
বাতিল হওয়ার পর নতুন করে তথ্য সংশোধনের আবেদন করলে কি নির্ধারিত ফি আবার লাগবে?,বাতিল হয়ে গেলে পুনরায় সংশোধন আবেদন করতে কি ফি দিতে হবে,card_correction_request_failed_query_regarding_repayment_fees,correction_application_rejected_need_new_fee,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।,"হ্যাঁ, প্রতিবার আবেদন করার জন্য নির্ধারিত হারে ফিস জমা দিতে হবে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9846695065498352,0.1147465705871582
সংশোধন আবেদন বাতিল হলে পরবর্তী আবেদনের জন্য ফি কি পুনর্বার দিতে হয়?,বাতিলের পরে সংশোধন আবেদন পুনরায় করতে কি ফি দিতে হবে,card_correction_request_failed_query_regarding_repayment_fees,correction_application_rejected_need_new_fee,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।,"হ্যাঁ, প্রতিবার আবেদন করার জন্য নির্ধারিত হারে ফিস জমা দিতে হবে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9922177195549011,0.09865283966064453
সংশোধন আবেদন প্রত্যাখ্যাত হলে পুনরায় জমা দেওয়ার সময় কি ফি পুনরায় দিতে হবে?,গ্রহণ না হওয়া সংশোধন আবেদনের পর আবার দিলে কি ফি দিতে হয়,card_correction_request_failed_query_regarding_repayment_fees,correction_application_rejected_need_new_fee,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।,"হ্যাঁ, প্রতিবার আবেদন করার জন্য নির্ধারিত হারে ফিস জমা দিতে হবে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9864009618759155,0.10397958755493164
বাতিলকৃত তথ্য সংশোধন আবেদন পুনঃআবেদনের ক্ষেত্রে কি আবার ফি দিতে হবে?,বাতিলের পরে সংশোধন আবেদন পুনরায় করতে কি ফি দিতে হবে,card_correction_request_failed_query_regarding_repayment_fees,correction_application_rejected_need_new_fee,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।,"হ্যাঁ, প্রতিবার আবেদন করার জন্য নির্ধারিত হারে ফিস জমা দিতে হবে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9892101883888245,0.09946632385253906
একবার নাকচ হওয়া সংশোধন আবেদন পুনরায় করতে গেলে ফি কি নতুন করে জমা দিতে হয়?,নাকচ সংশোধন আবেদনের পর আবার দিলে কি ফি লাগবে,card_correction_request_failed_query_regarding_repayment_fees,correction_application_rejected_need_new_fee,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।,"হ্যাঁ, প্রতিবার আবেদন করার জন্য নির্ধারিত হারে ফিস জমা দিতে হবে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9850501418113708,0.10318827629089355
জাতীয় পরিচয়পত্রটা নষ্ট হয়ে গেছে; রিপ্লেসমেন্টের জন্য কীভাবে আবেদন করব?,জাতীয় পরিচয়পত্র হারালাম অনলাইনে কীভাবে রিপ্লেসমেন্ট চাইবো,card_damaged_how_to_get_new_card,voter_slip_lost_how_to_get_nid,এনআইডি নম্বর জানা থাকলে সরাসরি অনলাইনে আবেদন করুন।,"সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিস গিয়ে এনআইডি নম্বর সংগ্রহ করে অনলাইনে রি-ইস্যু আবেদন করতে হবে। যদি এনআইডি নম্বর জানা থাকে তাহলে সরাসরি অনলাইনে আবেদন করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9809874296188354,0.10591697692871094
ক্ষয়প্রাপ্ত এনআইডির নতুন কপি তোলার নিয়ম কী?,প্রাপ্তির কপি হারালে এনআইডি কার্ড সংগ্রহের নিয়ম কী,card_damaged_how_to_get_new_card,receipt_lost_how_to_get_new_card,এনআইডি নম্বর জানা থাকলে সরাসরি অনলাইনে আবেদন করুন।,"সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে গিয়ে এনআইডি নম্বর সংগ্রহ করে অনলাইনে রি-ইস্যু আবেদন করতে হবে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9763408303260803,0.0969247817993164
"এনআইডির লেখা মুছে গেছে, নতুন কার্ড ইস্যু করাতে কী করবো?",হারানো এনআইডির বদলে নতুন কার্ড কিভাবে ইস্যু করাবো,card_damaged_how_to_get_new_card,voter_slip_lost_how_to_get_nid,এনআইডি নম্বর জানা থাকলে সরাসরি অনলাইনে আবেদন করুন।,"সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিস গিয়ে এনআইডি নম্বর সংগ্রহ করে অনলাইনে রি-ইস্যু আবেদন করতে হবে। যদি এনআইডি নম্বর জানা থাকে তাহলে সরাসরি অনলাইনে আবেদন করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9796572327613831,0.10364270210266113
